game_id,school_id,school_name,inning,runs,source_url
G26SP009,S26SP008,専大松戸,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP009,S26SP008,専大松戸,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260321.html
G26SP010,S26SP020,神戸国際大付,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,6,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,8,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,10,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP020,神戸国際大付,11,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,1,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,8,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,10,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP010,S26SP026,九州国際大付,11,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP016,近江,10,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP011,S26SP014,大垣日大,10,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,1,5,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,7,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP007,山梨学院,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,1,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,2,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,7,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP012,S26SP027,長崎日大,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260322.html
G26SP013,S26SP004,東北,1,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,2,2,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,4,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,5,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,6,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,7,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,8,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP004,東北,9,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP011,帝京長岡,1,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP011,帝京長岡,2,1,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
G26SP013,S26SP011,帝京長岡,3,0,https://www.jhbf.or.jp/senbatsu/2026/schedule/schedule_20260323.html
